source_controller,annotation,cluster,namespace,ingress,valor,funcionalidade,apisix_plugin,apisix_config,suporte,observacoes,jira_card
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,core,cdp-entities-consistency-checker,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,crm,kibana-crm,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,moteam,galaga,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,leadgen,event-harbor,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,olimpo,hefesto,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,olimpo,lead-vacuum,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,sauron,gyruss,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,sauron,gyruss-cta-redirect,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,sauron,gyruss-ingress-internal,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,rdsm,rdsm-web,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,pope,sidekiq-dashboard,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,production-230322__cluster-production,core,rd-whatsapp-console,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,a3s-api-internal,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,hydra-admin-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,hydra-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,platform-session-service,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,rd-auth,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,teste-rd-auth,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,user-confirmail,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,access-orchestration-app,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,attribution-analysis-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,data-platform-data-access-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,insights-platform-api-v8,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,rds-assets-app-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,rds-assets-app-api-internal,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,report-builder-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,executive-agent,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,inngest,false,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,insights-platform-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,marketing-mcp,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,rds-crm-copilot,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,rds-crm-copilot-public,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,rdsc-copilot,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,rudi-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,ai-platform-builder,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,ai-platform-litellm,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,marketing-copilot,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,marketing-copilot-public,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-automation-prd-01__gke-usc1-automation-prd-01,automation,automation-event-based-engine,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-automation-prd-01__gke-usc1-automation-prd-01,automation,rdsm-automation-engine-execution-action-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-billing-prd-01__services-gke-usc1-billing-prd-01,billing,partnership,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-billing-prd-01__services-gke-usc1-billing-prd-01,billing,rd-contas-smart-retry,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-billing-prd-01__services-gke-usc1-billing-prd-01,billing,saas-internal,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-contactmgmt-prd-01__services-gke-usc1-contactmgmt-prd-01,timescaledb,ingress-rdmetrics,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-contactmgmt-prd-01__services-gke-usc1-contactmgmt-prd-01,platform,schema-api-yucatan,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-contactmgmt-prd-01__services-gke-usc1-contactmgmt-prd-01,elasticsearch,ingress-kibana-services-temp,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,api-internal-v2,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,plugcrm-blog-redirect,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,sidekiq-okta-oauth,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,web,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,web-internal,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,web-sidekiq-oauth,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-crm-prd-01__services-gke-usc1-crm-prd-01,crm,web-whitelist,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,backstage,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,backstage-bot-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,backstage-git-api,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,backstage-oauth,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,backstage-subscribe-github,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,jobs-sidekiq,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,oraculo-metrics-extractor,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,rdsm-deploy-metrics-collector,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,devexp,rocknrollout2,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,hydra,troublemakerbot,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,shield,toolbelt,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
kong,ingress.kubernetes.io/service-upstream,rd-devexp-prd-01__services-gke-usc1-devexp-prd-01,shield,toolbeltemailstats,true,Usa o ClusterIP do Service em vez dos IPs dos pods,configuração do upstream,Upstream apontando para ClusterIP — comportamento padrão no APISIX via Ingress Controller,Completo,O APISIX Ingress Controller usa service discovery; este comportamento é o padrão.,
